Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Fare_Log
0,3,1,-0.623747280969906,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,0,-0.8418105654323952,1.4862964043318654,-0.5007544611783037,-0.3222628264788056,2,0.8517213664317062
1,3,0,-1.1325616113823815,0.47587560314134286,-0.5007544611783037,-0.451300441255169,0,0.7950899049671428
0,3,0,0.7573201872925285,0.47587560314134286,-0.5007544611783037,-0.4850324084696166,2,0.7797413624370281
0,2,0,-0.1876207120449266,0.47587560314134286,-0.5007544611783037,-0.2649832081829191,2,0.8758675445160868
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5151843995405713,0,0.7658194718052899
1,2,0,-1.9321269877448435,0.47587560314134286,1.8801333143627106,0.12793969876198383,0,1.0274313948537996
1,3,0,-0.7691228039448987,-0.5345451980491797,-0.5007544611783037,-0.5155013467618085,1,0.7656720954609143
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,1,-0.11493295055743012,0.47587560314134286,-0.5007544611783037,-0.3699958417253778,1,0.831144390418402
0,3,1,-0.11493295055743012,1.4862964043318654,-0.5007544611783037,-0.2520151026007303,0,0.8812542330737351
0,3,0,-0.8418105654323952,0.47587560314134286,-0.5007544611783037,-0.3260814676985314,2,0.8500907004428905
0,3,1,-1.6413759417948575,3.50713800671291,0.6896894265922036,0.09182108078520755,2,1.0144193423648118
0,3,1,-0.623747280969906,-0.5345451980491797,-0.5007544611783037,-0.5170135286848199,2,0.7649686513177281
1,1,0,1.4115100406799976,0.47587560314134286,-0.5007544611783037,0.799065893128788,0,1.2427144881619092
1,2,0,-0.042245189069933305,0.47587560314134286,-0.5007544611783037,-0.1695171776897748,2,0.914859050933651
0,1,1,2.574514224479943,-0.5345451980491797,0.6896894265922036,0.5174411031740124,0,1.157944040398862
1,2,0,-0.623747280969906,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,1,-0.07858906981368172,-0.5345451980491797,-0.5007544611783037,-0.5279119307259174,0,0.759884192086878
1,2,0,-1.7867514647698506,0.47587560314134286,1.8801333143627106,-0.1361040670171743,2,0.9281546639851527
0,3,1,-1.3506248958448712,4.517558807903433,1.8801333143627106,0.2295308297715682,2,1.063147918505365
0,3,1,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.5279119307259174,0,0.759884192086878
1,1,0,0.6119446643175355,-0.5345451980491797,-0.5007544611783037,0.8615159516361831,2,1.2605770695561551
0,1,1,1.1207589947300116,0.47587560314134286,-0.5007544611783037,0.9278648428289182,2,1.2792116352765965
0,3,1,-1.859439226257347,2.496717205522388,1.8801333143627106,-0.13324008610238,2,0.9292861051048629
0,1,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.1366615886352543,0,0.9279342611777847
1,3,1,-0.11493295055743012,0.47587560314134286,0.6896894265922036,-0.37484933471564924,0,0.829028211294676
1,2,0,-0.042245189069933305,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,1,-0.7691228039448987,-0.5345451980491797,-0.5007544611783037,-0.5101724329396812,2,0.7681470885023581
1,3,0,-0.9144983269198919,3.50713800671291,1.8801333143627106,-0.5146268779224913,2,0.7660786594278818
0,3,1,-0.2603084735324231,1.4862964043318654,-0.5007544611783037,-0.5005456384247525,2,0.7726027456664173
0,2,1,0.1758180953925562,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,0,-0.9871860884073884,4.517558807903433,1.8801333143627106,0.2295308297715682,2,1.063147918505365
0,2,1,-0.623747280969906,-0.5345451980491797,-0.5007544611783037,0.7374101119950957,2,1.2247604311299654
0,3,1,-0.2603084735324231,0.47587560314134286,-0.5007544611783037,-0.3899635166633238,0,0.822409419372514
1,3,1,0.1758180953925562,-0.5345451980491797,-0.5007544611783037,0.412745416852791,2,1.1245028673476904
0,3,1,-0.3329962350199196,-0.5345451980491797,-0.5007544611783037,-0.5198775095996142,2,0.7636350131409404
1,2,1,-2.089859430172711,-0.5345451980491797,1.8801333143627106,-0.11223755939388826,2,0.9375444536116836
1,3,0,0.030442572417563193,-0.5345451980491797,-0.5007544611783037,-0.4277527901737301,2,0.8056664964875061
0,3,1,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.49410168136646526,2,0.7755742072786511
1,3,1,-0.042245189069933305,-0.5345451980491797,-0.5007544611783037,-0.4845550783171509,2,0.77996020610034
1,3,0,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5172521937610528,1,0.7648575827101223
0,1,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,0.23334947099129397,2,1.0644658819300876
1,2,0,-0.9144983269198919,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
1,3,0,0.24850585688005267,2.496717205522388,-0.5007544611783037,-0.36331321959085766,2,0.8340507825863744
0,3,1,-0.9871860884073884,0.47587560314134286,3.0705772021332183,-0.009611576613758159,2,0.9769450792310375
1,1,0,-0.4783717579949126,2.496717205522388,1.8801333143627106,4.355572667685264,2,1.94897875092556
0,3,1,-0.4056839965074161,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,1,-0.042245189069933305,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,1,-0.6964350424574023,-0.5345451980491797,-0.5007544611783037,-0.5159786769142742,2,0.7654501021402886
0,1,1,1.1934467562175084,0.47587560314134286,-0.5007544611783037,0.502086346829495,2,1.1531089597380246
0,3,1,-0.2603084735324231,0.47587560314134286,1.8801333143627106,-0.27309782077483635,2,0.8724820798456464
0,3,1,2.138387655554963,-0.5345451980491797,-0.5007544611783037,-0.5275147920390657,2,0.7600699247782685
0,1,1,3.010640793404922,-0.5345451980491797,-0.5007544611783037,-0.004280753471020994,0,0.9789499066898624
1,1,1,-0.4783717579949126,-0.5345451980491797,0.6896894265922036,0.5437725437046315,0,1.1661815499565904
1,2,0,0.32119361836754917,-0.5345451980491797,0.6896894265922036,-0.22679679598566135,2,0.8916470515966485
0,2,1,0.32119361836754917,0.47587560314134286,-0.5007544611783037,-0.1695171776897748,2,0.914859050933651
0,3,0,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5151843995405713,2,0.7658194718052899
0,1,1,-0.623747280969906,-0.5345451980491797,0.6896894265922036,0.8097256300936523,2,1.2457861631902933
0,3,1,0.24850585688005267,-0.5345451980491797,-0.5007544611783037,-0.5007041120353711,2,0.7725295583646572
0,3,1,0.539256902830039,1.4862964043318654,-0.5007544611783037,-0.5146268779224913,2,0.7660786594278818
1,3,0,-0.623747280969906,-0.5345451980491797,-0.5007544611783037,-0.5198775095996142,2,0.7636350131409404
1,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5174908588372856,2,0.7647465017649107
0,3,1,0.6119446643175355,-0.5345451980491797,-0.5007544611783037,-0.5151843995405713,2,0.7658194718052899
1,3,0,-0.11493295055743012,0.47587560314134286,-0.5007544611783037,-0.20483960897223824,1,0.9006087812473564
0,1,1,1.2661345177050045,-0.5345451980491797,-0.5007544611783037,0.32690618087457535,2,1.0962250137698162
0,3,0,-1.0962177306386331,0.47587560314134286,-0.5007544611783037,-0.3899635166633238,0,0.822409419372514
0,3,1,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,0,-0.6964350424574023,0.47587560314134286,-0.5007544611783037,-0.4783497863350965,2,0.7828008240663956
0,3,0,-0.9144983269198919,-0.5345451980491797,-0.5007544611783037,-0.38988523451831947,0,0.8224438137438569
0,3,1,-0.623747280969906,-0.5345451980491797,-0.5007544611783037,-0.5146268779224913,2,0.7660786594278818
0,3,1,2.974296912661173,-0.5345451980491797,-0.5007544611783037,-0.5179681889897514,1,0.7645243028507036
0,2,1,-0.042245189069933305,0.47587560314134286,-0.5007544611783037,-0.2649832081829191,2,0.8758675445160868
0,1,1,-0.4056839965074161,-0.5345451980491797,0.6896894265922036,4.060025111843368,0,1.9059755059748975
0,3,0,-2.00481474923234,3.50713800671291,1.8801333143627106,-0.06880051551950765,2,0.9544108475670382
0,2,1,-0.623747280969906,1.4862964043318654,-0.5007544611783037,0.7374101119950957,2,1.2247604311299654
0,2,1,0.21216197613630458,0.47587560314134286,-0.5007544611783037,-0.09179255430347655,0,0.9455185985667061
1,2,0,0.21216197613630458,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,1,1,1.7749488481174804,-0.5345451980491797,0.6896894265922036,0.8097256300936523,2,1.2457861631902933
1,3,1,-1.2779371343573744,0.47587560314134286,-0.5007544611783037,-0.451300441255169,0,0.7950899049671428
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5179681889897514,1,0.7645243028507036
1,3,1,-0.4056839965074161,-0.5345451980491797,-0.5007544611783037,-0.5295825862595473,2,0.7591024866435345
1,3,0,-0.11493295055743012,0.47587560314134286,0.6896894265922036,-0.2390489063391515,0,0.886611273878967
0,3,1,1.1207589947300116,-0.5345451980491797,-0.5007544611783037,-0.5327654237161887,2,0.7576115329492406
0,3,1,0.24850585688005267,-0.5345451980491797,-0.5007544611783037,-0.5151843995405713,0,0.7658194718052899
0,3,1,-0.6964350424574023,-0.5345451980491797,-0.5007544611783037,-0.5313334332587916,2,0.7582826030455191
0,3,0,1.2661345177050045,0.47587560314134286,-0.5007544611783037,-0.3890890478240066,2,0.822793562482025
0,2,1,-0.3329962350199196,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,2,1,-0.4783717579949126,-0.5345451980491797,-0.5007544611783037,-0.378667975935375,0,0.8273600860412692
1,1,0,-0.7691228039448987,-0.5345451980491797,1.8801333143627106,-0.1641080724020333,2,0.9170234489122879
0,1,1,0.539256902830039,0.47587560314134286,-0.5007544611783037,0.3479087075830671,2,1.1032180803193525
0,3,1,-0.9871860884073884,-0.5345451980491797,-0.5007544611783037,-0.48996418360489247,2,0.7774774615859478
0,1,1,-0.4056839965074161,-0.5345451980491797,-0.5007544611783037,0.8462413867572802,0,1.2562374748331564
0,3,0,-0.11493295055743012,-0.5345451980491797,1.8801333143627106,-0.37484933471564924,0,0.829028211294676
1,3,0,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.5179681889897514,2,0.7645243028507036
1,3,0,-0.4056839965074161,0.47587560314134286,-0.5007544611783037,-0.36331321959085766,2,0.8340507825863744
0,3,1,-0.7691228039448987,-0.5345451980491797,-0.5007544611783037,-0.5370613950883802,1,0.7555956164116546
0,2,1,-0.8418105654323952,-0.5345451980491797,-0.5007544611783037,-0.4463686661198932,2,0.7973143259951001
0,2,1,-0.7691228039448987,0.47587560314134286,0.6896894265922036,0.03573478787048533,2,0.9938720710022215
1,3,1,-0.1876207120449266,-0.5345451980491797,-0.5007544611783037,-0.5170937201504342,2,0.7649313336416875
0,3,0,-1.4960004188198641,1.4862964043318654,1.8801333143627106,-0.009611576613758159,2,0.9769450792310375
0,2,1,0.5029130220862906,-0.5345451980491797,1.8801333143627106,-0.1695171776897748,2,0.914859050933651
0,2,1,0.9026957102675218,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,2,1,1.5568855636549905,-0.5345451980491797,-0.5007544611783037,-0.4267981298687986,2,0.8060929382672677
1,1,0,-0.5510595194824094,0.47587560314134286,-0.5007544611783037,0.6056669899145564,2,1.1852814623310675
0,3,1,1.8839804903487256,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,1,0.7936640680362772,-0.5345451980491797,1.8801333143627106,-0.3890890478240066,2,0.822793562482025
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5263214666579015,2,0.7606278083274367
0,1,1,1.5568855636549905,-0.5345451980491797,0.6896894265922036,0.505985179514835,0,1.1543388847622373
1,3,0,-0.9871860884073884,-0.5345451980491797,-0.5007544611783037,-0.5182870455315984,1,0.7643758464653206
0,3,1,0.030442572417563193,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5005456384247525,2,0.7726027456664173
0,3,1,-0.11493295055743012,7.548821211475,1.8801333143627106,0.6619919479055117,2,1.2023512355415262
0,3,1,1.0480712332425148,-0.5345451980491797,0.6896894265922036,-0.3585399180662004,2,0.8361216174263862
1,2,0,0.7573201872925285,-0.5345451980491797,-0.5007544611783037,-0.36522254020072054,2,0.8332212464166342
0,3,1,-0.2603084735324231,-0.5345451980491797,-0.5007544611783037,-0.5174908588372856,2,0.7647465017649107
0,3,1,-0.9144983269198919,-0.5345451980491797,-0.5007544611783037,-0.5005456384247525,2,0.7726027456664173
0,3,1,-2.0775025107198366,3.50713800671291,0.6896894265922036,0.09182108078520755,2,1.0144193423648118
1,3,1,-1.4960004188198641,-0.5345451980491797,1.8801333143627106,-0.27405248107976776,2,0.8720830353169743
1,1,0,-0.11493295055743012,-0.5345451980491797,0.6896894265922036,0.38418579917046186,2,1.11518301121216
0,3,0,1.1207589947300116,0.47587560314134286,4.261021089903726,-0.13324008610238,2,0.9292861051048629
0,1,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.17094916814717195,2,0.9142852695209254
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,0.412745416852791,2,1.1245028673476904
0,1,1,2.283763178529956,-0.5345451980491797,-0.5007544611783037,-0.0263181319500584,2,0.9706358782559467
0,3,1,-1.859439226257347,3.50713800671291,0.6896894265922036,-0.10985090863155964,1,0.9384786014805386
1,3,0,-2.0775025107198366,0.47587560314134286,0.6896894265922036,-0.45337014479626037,2,0.7941549127420375
0,1,1,1.9203243710924733,-0.5345451980491797,-0.5007544611783037,-0.07985930049183348,0,0.95014369353078
0,3,1,-0.8418105654323952,0.47587560314134286,0.6896894265922036,-0.5159786769142742,2,0.7654501021402886
0,3,1,-0.11493295055743012,2.496717205522388,0.6896894265922036,-0.17969958450217358,2,0.9107719118639682
0,1,0,1.4841978021674944,-0.5345451980491797,-0.5007544611783037,-0.11772685614724408,0,0.9353925960880851
0,2,1,0.030442572417563193,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,3,1,0.46656914134254246,-0.5345451980491797,-0.5007544611783037,-0.665940536254125,2,0.6931471805599453
0,3,0,-0.11493295055743012,7.548821211475,1.8801333143627106,0.6619919479055117,2,1.2023512355415262
0,2,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.3785877844697607,0,0.8273951452910007
0,3,1,-1.4960004188198641,3.50713800671291,1.8801333143627106,-0.06665252983341187,2,0.9552375638410668
1,2,1,-2.0775025107198366,1.4862964043318654,0.6896894265922036,0.07869450159240032,2,1.0096481108749942
1,3,0,-1.859439226257347,-0.5345451980491797,1.8801333143627106,-0.24541267193182453,2,0.8839856421356485
0,1,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,0.28871976867731763,2,1.083383688220142
1,3,0,-0.11493295055743012,0.47587560314134286,-0.5007544611783037,-0.3699958417253778,1,0.831144390418402
1,1,1,1.1207589947300116,-0.5345451980491797,-0.5007544611783037,-0.15901591433552895,2,0.9190567516792976
0,3,1,0.7573201872925285,0.47587560314134286,0.6896894265922036,-0.3699958417253778,1,0.831144390418402
0,3,1,0.46656914134254246,-0.5345451980491797,-0.5007544611783037,-0.5151843995405713,2,0.7658194718052899
1,2,0,0.1758180953925562,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,2,1,-0.7691228039448987,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
1,3,0,-0.7691228039448987,0.47587560314134286,-0.5007544611783037,-0.5159786769142742,2,0.7654501021402886
1,2,1,-1.9321269877448435,0.47587560314134286,0.6896894265922036,-0.1695171776897748,2,0.914859050933651
1,1,0,1.0480712332425148,-0.5345451980491797,-0.5007544611783037,-0.1366615886352543,0,0.9279342611777847
1,1,0,2.065699894067467,-0.5345451980491797,-0.5007544611783037,2.1316112958818536,0,1.5681057528300948
0,3,1,0.9026957102675218,-0.5345451980491797,0.6896894265922036,-0.5054774135600284,2,0.7703226073684974
0,2,0,-0.4056839965074161,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.4845550783171509,2,0.77996020610034
0,3,1,0.32119361836754917,-0.5345451980491797,-0.5007544611783037,-0.5419148880786517,2,0.7533131787189666
0,3,1,1.15710287547376,-0.5345451980491797,-0.5007544611783037,-0.5279921221915316,0,0.7598466841838859
1,3,1,-0.8418105654323952,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,3,0,-2.00481474923234,-0.5345451980491797,0.6896894265922036,-0.4661778674472206,2,0.7883494767299967
0,3,1,0.1758180953925562,0.47587560314134286,-0.5007544611783037,-0.36331321959085766,2,0.8340507825863744
1,3,1,-0.2603084735324231,-0.5345451980491797,-0.5007544611783037,-0.3072269266761354,0,0.8581163897397428
1,3,0,-0.9871860884073884,-0.5345451980491797,-0.5007544611783037,-0.5179681889897514,1,0.7645243028507036
1,1,1,0.7573201872925285,-0.5345451980491797,-0.5007544611783037,-0.07405114719663058,0,0.9523871036047362
0,3,1,-0.4056839965074161,-0.5345451980491797,-0.5007544611783037,-0.5313334332587916,2,0.7582826030455191
1,2,0,0.3938813798550457,-0.5345451980491797,-0.5007544611783037,-0.2649832081829191,2,0.8758675445160868
0,3,1,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.5275147920390657,2,0.7600699247782685
0,3,1,-0.11493295055743012,0.47587560314134286,-0.5007544611783037,-0.5179681889897514,1,0.7645243028507036
1,1,0,0.10313033390505968,0.47587560314134286,-0.5007544611783037,1.4968423845680583,0,1.426183821963067
1,3,0,-0.1876207120449266,-0.5345451980491797,-0.5007544611783037,-0.5146268779224913,2,0.7660786594278818
0,2,1,0.9026957102675218,0.47587560314134286,-0.5007544611783037,-0.15042397159114598,2,0.9224781759655112
1,1,0,0.1758180953925562,-0.5345451980491797,-0.5007544611783037,0.790712615460638,0,1.2403008237435313
0,2,1,0.030442572417563193,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
1,3,1,-0.9871860884073884,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
0,2,1,-0.1876207120449266,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,3,1,1.5568855636549905,-0.5345451980491797,-0.5007544611783037,-0.5122402271601627,2,0.7671874367860494
1,1,1,0.6119446643175355,0.47587560314134286,-0.5007544611783037,1.0524480126224718,2,1.313290388647127
0,3,1,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.4874190592319452,2,0.7786464251552604
1,2,1,-0.7691228039448987,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,1,-0.660091161713654,-0.5345451980491797,-0.5007544611783037,-0.5275147920390657,2,0.7600699247782685
0,2,1,-0.8418105654323952,-0.5345451980491797,-0.5007544611783037,-0.4177288569719499,2,0.8101350909801022
0,3,0,-0.11493295055743012,2.496717205522388,0.6896894265922036,-0.17969958450217358,2,0.9107719118639682
1,1,0,0.3938813798550457,0.47587560314134286,-0.5007544611783037,0.9278648428289182,2,1.2792116352765965
0,3,1,-0.042245189069933305,-0.5345451980491797,-0.5007544611783037,-0.5174908588372856,2,0.7647465017649107
0,2,1,2.138387655554963,-0.5345451980491797,-0.5007544611783037,-0.40818225392263546,2,0.814372410542658
1,3,0,-1.7867514647698506,3.50713800671291,1.8801333143627106,-0.06665252983341187,2,0.9552375638410668
0,2,1,-0.4056839965074161,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,0,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5217868302094771,2,0.7627449318910284
0,2,1,1.0480712332425148,0.47587560314134286,-0.5007544611783037,-0.1695171776897748,2,0.914859050933651
1,2,0,-1.5686881803073607,-0.5345451980491797,1.8801333143627106,-0.16474387616511763,2,0.9167692813866724
0,2,1,-0.7691228039448987,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,2,1,0.24850585688005267,-0.5345451980491797,-0.5007544611783037,-0.4315714313934558,2,0.8039589085127187
0,3,0,-0.11493295055743012,0.47587560314134286,-0.5007544611783037,-0.3899635166633238,0,0.822409419372514
0,2,1,-0.042245189069933305,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,1,-0.5510595194824094,-0.5345451980491797,-0.5007544611783037,-0.5299014428013944,2,0.7589532231087103
0,3,1,0.030442572417563193,-0.5345451980491797,-0.5007544611783037,-0.5279921221915316,0,0.7598466841838859
0,1,1,1.0480712332425148,1.4862964043318654,-0.5007544611783037,1.0524480126224718,1,1.313290388647127
0,3,0,-0.3329962350199196,-0.5345451980491797,-0.5007544611783037,-0.5174908588372856,2,0.7647465017649107
1,2,0,-0.4056839965074161,-0.5345451980491797,1.8801333143627106,-0.3890890478240066,2,0.822793562482025
1,1,1,0.539256902830039,0.47587560314134286,0.6896894265922036,0.33748763569443546,2,1.0997543602388835
0,2,1,1.7749488481174804,0.47587560314134286,-0.5007544611783037,-0.1695171776897748,2,0.914859050933651
0,3,1,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5275147920390657,2,0.7600699247782685
0,3,0,-0.042245189069933305,0.47587560314134286,0.6896894265922036,-0.4661778674472206,2,0.7883494767299967
0,1,1,2.356450940017453,-0.5345451980491797,-0.5007544611783037,-0.15901591433552895,2,0.9190567516792976
0,3,1,0.030442572417563193,0.47587560314134286,-0.5007544611783037,-0.3585399180662004,2,0.8361216174263862
0,3,0,0.8300079487800256,-0.5345451980491797,1.8801333143627106,-0.2800191079855893,2,0.8695853928185623
1,3,0,-0.042245189069933305,-0.5345451980491797,1.8801333143627106,-0.37484933471564924,0,0.829028211294676
1,1,0,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,0.8462413867572802,0,1.2562374748331564
1,1,0,0.030442572417563193,-0.5345451980491797,-0.5007544611783037,0.9856217912772708,2,1.2951551109536859
1,1,0,0.3938813798550457,-0.5345451980491797,-0.5007544611783037,9.116066469691516,0,2.46657353773059
1,2,0,1.4841978021674944,-0.5345451980491797,0.6896894265922036,-0.1695171776897748,2,0.914859050933651
1,3,1,-1.9321269877448435,3.50713800671291,1.8801333143627106,-0.06665252983341187,2,0.9552375638410668
0,1,1,1.6295733251424873,0.47587560314134286,0.6896894265922036,0.8548333295016631,2,1.258680813673002
0,1,1,0.7573201872925285,-0.5345451980491797,-0.5007544611783037,-0.665940536254125,2,0.6931471805599453
0,3,0,-0.11493295055743012,-0.5345451980491797,-0.5007544611783037,-0.5179681889897514,1,0.7645243028507036
0,2,1,0.46656914134254246,-0.5345451980491797,-0.5007544611783037,-0.46546187221852203,2,0.7886749112599956
0,3,1,-0.9871860884073884,3.50713800671291,0.6896894265922036,0.09182108078520755,2,1.0144193423648118
1,3,1,-0.3329962350199196,0.47587560314134286,-0.5007544611783037,-0.5174908588372856,2,0.7647465017649107
1,1,0,2.065699894067467,-0.5345451980491797,0.6896894265922036,2.2641506046567055,2,1.5953574748838848
